가중치,벤처확인 유형,회사주소_시(도),한국표준산업분류(KSIC)코드_10차,창업년도,기업성장단계,제조 및 비제조,상장여부 및 향후계획,대표이사_이전근무지,대표이사_창업자여부,창업자 성별,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 직전 근무지,창업방식,단독창업 여부,창업 당시 목표시장,창업 당시 창업자 실무경험 년수(년),창업자 과거창업 경험 여부,정규직합계,비정규직합계,인력구성(관리),인력구성(생산),인력구성(영업),인력구성(RnD),인력구성(기타),인력구성(합계),학력별 인력구성비(전문대졸),학력별 인력구성비(대졸),학력별 인력구성비(석사),학력별 인력구성비(박사),현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(2순위),지분구조(퍼센트)_창업자,지분구조(퍼센트)_임직원,지분구조(퍼센트)_벤처캐피털 및 기관투자자,지분구조(퍼센트)_개인투자자,매출구조비율(대기업),매출구조비율(12차벤더),매출구조비율(중소기업),매출구조비율(B2C),매출구조비율(B2G),매출구조비율(글로벌),융자(정책)_경험여부,투자액(국내설비),투자액(R&D),투자액(해외),투자액(기타),투자액(합계),스톡옵션상황,등록보유(특허권),등록보유(실용신안권),등록보유(디자인권),등록보유(상표권),등록보유(해외산업재산권),등록보유(합계),출원중(특허권),출원중(실용신안권),출원중(디자인권),출원중(상표권),출원중(해외산업재산권),출원중(합계),제품및서비스구조,기술력수준비교(세계),기술력수준비교(국내),연구개발관련전담부서보유여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(2순위),엔젤투자자 혹은 액셀러레이터 투자 경험여부,벤처캐피털(투자조합포함) 투자 경험여부,인수합병(MnA) 경험여부,인수합병 고려 여부,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(2순위),기업간 거래시 애로사항(1순위),벤처확인제도 혜택_기술개발 촉진효과,벤처확인제도 혜택_기업 이미지 제고 등 광고효과,벤처확인제도 혜택_자금조달 및 투자 유인효과,벤처확인제도 혜택_세제혜택 효과,벤처확인제도 혜택_정부지원제도 참여에 유리,벤처확인제도 혜택_우수인력 확보에 유리,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재 벤처인프라 수준_벤처관련 규제완화,현재 벤처인프라 수준_창업 및 기업가적 능력개발을 위한 교육,현재 벤처인프라 수준_기업가정신을 고취하는 사회분위기,실천하고있는사회적책임,경영상 애로사항_신기술 개발,경영상 애로사항_개발된 기술의 사업화,경영상 애로사항_국내 판로개척,경영상 애로사항_해외시장 개척,경영상 애로사항_필요인력의 확보 및 유지관리,경영상 애로사항_자금조달_운용 등 자금관리,경영상 애로사항_기술유출 및 디자인_상표 도용,경영상 애로사항_업계내의 과당경쟁 및 덤핑,경영상 애로사항_법률_회계_세무 관련 지식부족,경영상 애로사항_조직관리,경영상 애로사항_환율변동,경영상 애로사항_특허분쟁,경영상 애로사항_각종규제,경영상 애로사항_산-학-연 간 협력활동,경영상 애로사항_불공정한 시장질서,학력별 인력구성비(고졸이하),총종사자합계,부채비율,자기자본비율,순이익률,총자산회전율,자기자본회전율,ROE,영업이익률,이자보상배율,종사자생산성,지분구조(퍼센트)_엔젤 및 액셀러레이터,지분구조(퍼센트)_가족,전공과 업종 일치 여부,학력별 인력구성_합계
27.28,2,경남,C30399,2011,2,1,5,6,1,1,1,3,6,3,1.0,1,4,2,29.0,0.0,2.0,20.0,2.0,5.0,0.0,29,28.0,24.0,0.0,0.0,3,5,100.0,0.0,0.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,2.0,150,50,0.0,0,200,2,1,0,0,0,0,1,0,0,0,0,0,0,3,5,4,3,3,2,1,5.0,0.0,4,3,2,4,2,1,3,2,8,4,4,4,4,3,3,2,3,4,3,6.0,4,4,4,4,4,5,2,3,2,3,3,4,3,3.0,3,48.0,29.0,5763.38,1.706,-0.593,81.023,4750.704,-28.169,2.876,70.803,11631.034,0.0,0.0,2,100.0
6.292,2,충남,C30399,2004,3,1,5,6,1,1,2,3,6,3,1.0,3,10,2,69.0,0.0,5.0,49.0,5.0,2.0,8.0,69,5.0,10.0,5.0,0.0,5,3,51.0,39.0,0.0,0.0,0.0,0.0,75.0,5.0,20.0,0.0,2.0,0,0,0.0,70,70,2,2,0,0,1,0,3,0,0,0,0,0,0,2,3,2,1,4,1,3,10.0,0.0,7,4,2,4,2,1,2,3,9,4,5,4,4,5,3,2,2,3,3,6.0,4,3,4,5,5,5,3,4,3,3,3,3,5,3.0,4,80.0,69.0,556.217,15.239,0.893,120.27,789.233,7.051,2.928,118.005,24008.696,0.0,10.0,1,100.0
2.56,2,인천,C30399,1993,4,2,5,5,1,1,2,1,5,3,1.0,3,5,2,155.0,0.0,55.0,75.0,7.0,8.0,25.0,170.0,15.0,30.0,15.0,5.0,1,3,38.0,40.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,10.0,2.0,209.0,283.0,0.0,0.0,492.0,2,3,0,1,0,0,4,0,0,0,0,0,0,2,3,2,1,4,2,1,40.0,5.0,5,8,2,4,2,1,3,2,2,4,5,5,5,4,4,3,4,4,3,7.0,3,4,4,4,3,4,4,3,3,2,4,3,4,3.0,3,35.0,155.0,223.294,30.932,1.979,66.42,214.732,4.248,7.587,283.91,23706.452,0.0,22.0,1,100.0
12.305,2,대전,C30399,2013,1,1,5,6,1,1,4,5,6,3,1.0,1,20,2,44.0,0.0,4.0,34.0,3.0,1.0,2.0,44,25.0,25.0,0.0,0.0,1,5,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,80,70,0.0,0,150,2,3,0,1,0,0,4,1,0,0,0,0,1,1,3,2,1,3,2,1,7.0,0.0,1,2,2,4,2,1,1,5,7,4,5,4,5,5,4,3,3,4,3,2.0,4,5,3,3,4,4,3,2,2,4,2,3,4,4.0,4,50.0,44.0,301.15,24.928,2.263,97.622,391.61,8.863,4.026,183.465,13154.545,0.0,0.0,2,100.0
2.56,2,경북,C30399,2003,5,2,5,6,1,1,3,3,6,1,1.0,1,13,2,110.0,0.0,31.0,90.0,3.0,11.0,0.0,135.0,20.0,20.0,0.0,0.0,3,1,52.6,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,224.0,187.0,0.0,0.0,411.0,2,2,1,0,0,0,3,0,0,0,0,0,0,3,4,4,1,3,2,1,5.0,0.0,3,4,2,4,2,1,2,3,1,3,4,3,4,3,3,3,4,3,3,1.0,2,2,3,2,4,3,3,2,2,2,2,3,2,3.0,3,60.0,110.0,497.37,16.74,1.555,156.698,936.068,14.56,2.838,270.8,21682.727,14.3,33.1,2,100.0
5.476,2,충남,C30399,1995,4,1,5,6,1,1,1,3,6,3,1.0,1,8,2,65.0,0.0,5.0,42.0,7.0,4.0,7.0,65.0,10.0,27.0,3.0,0.0,5,1,80.0,20.0,0.0,0.0,0.0,0.0,45.0,0.0,55.0,0.0,2.0,0.0,163.0,0.0,0.0,163.0,2,8,2,1,0,0,11,9,0,0,0,0,9,1,2,2,1,3,2,1,2.0,0.0,5,3,2,4,2,1,4,2,1,4,5,4,4,4,4,3,3,4,2,7.0,4,5,4,3,3,4,3,3,2,2,3,3,3,2.0,3,60.0,65.0,415.619,19.394,0.643,149.575,771.239,4.956,2.57,133.333,26815.385,0.0,0.0,1,100.0
3.133,2,울산,C30399,1995,5,2,5,6,1,1,3,3,6,3,1.0,1,0,2,109.0,0.0,12.0,94.0,0.0,0.0,3.0,109,15.0,10.0,5.0,0.0,2,1,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,3,3,3,4,4,2,1,5.0,0.0,1,3,2,4,2,1,1,3,4,3,4,3,4,3,3,3,2,2,2,1.0,4,4,4,3,3,4,3,3,2,2,2,3,2,2.0,2,70.0,109.0,195.789,33.808,1.162,272.683,806.566,9.373,2.206,190.86,14762.385,0.0,0.0,2,100.0
12.305,2,울산,C30399,2005,3,1,5,5,1,1,4,3,5,3,1.0,1,5,2,48.0,0.0,5.0,30.0,3.0,7.0,3.0,48,13.0,21.0,4.0,0.0,3,5,51.0,4.0,0.0,0.0,40.0,8.0,12.0,20.0,17.0,3.0,1.0,0,150,0.0,150,300,2,4,2,0,1,0,7,0,0,0,0,0,0,2,3,2,1,4,1,3,20.0,1.0,2,8,2,4,2,1,3,5,1,3,4,4,4,3,3,2,2,4,3,5.0,4,3,3,4,3,4,3,4,2,4,5,3,3,3.0,3,62.0,48.0,1689.112,5.589,-7.648,100.329,1794.998,-137.273,-5.735,-245.21,76250.0,0.0,45.0,2,100.0
6.292,2,충남,C30399,2002,3,2,5,6,1,1,3,4,6,3,1.0,1,13,2,94.0,0.0,12.0,62.0,5.0,5.0,10.0,94,9.0,23.0,2.0,0.0,4,1,80.0,20.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0,200,0.0,0,200,2,4,0,0,1,0,5,1,0,0,0,0,1,1,2,2,1,4,2,1,0.5,0.0,4,5,2,4,2,1,6,1,1,3,3,4,5,3,3,4,3,3,3,,3,3,4,4,4,4,3,3,2,2,1,1,4,3.0,3,66.0,94.0,121.392,45.169,3.534,177.602,393.198,13.896,4.567,1788.785,44581.915,0.0,0.0,2,100.0
10.5,2,부산,C30399,2006,4,1,5,5,1,1,3,3,5,3,1.0,3,0,2,50.0,0.0,8.0,39.0,2.0,0.0,0.0,49.0,1.0,12.0,0.0,0.0,1,7,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,3,3,4,3,2,4,20.0,0.0,4,6,2,4,1,2,2,3,8,2,3,4,4,4,1,2,2,2,2,7.0,2,3,4,3,4,4,1,5,3,3,4,1,3,1.0,4,87.0,50.0,393.128,20.279,0.206,251.117,1238.329,2.547,1.54,171.277,41806.0,0.0,0.0,2,100.0
10.5,2,충남,C30399,1982,5,1,5,5,2,1,5,3,5,3,1.0,3,28,2,42.0,0.0,7.0,26.0,4.0,3.0,2.0,42.0,8.0,28.0,8.0,0.0,3,2,0.0,85.0,0.0,0.0,5.0,94.0,0.0,0.0,0.0,1.0,2.0,0.0,86.0,0.0,0.0,86.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,2,1,25.0,0.5,4,3,2,4,2,1,2,3,13,3,4,5,4,4,4,3,4,4,3,7.0,4,3,4,5,4,4,3,3,3,3,4,3,2,4.0,3,56.0,42.0,194.22,33.988,2.365,152.966,450.056,10.645,3.233,364.246,48016.667,0.0,15.0,2,100.0
27.28,2,경기,C30399,2013,2,2,5,6,1,1,3,3,6,3,1.0,1,9,2,14.0,0.0,1.0,6.0,2.0,5.0,0.0,14,20.0,60.0,0.0,0.0,3,1,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0,150,0.0,0,150,2,3,0,0,1,0,4,0,0,0,0,0,0,2,3,4,2,4,2,1,0.2,0.0,1,2,2,4,2,1,3,4,4,4,4,3,4,4,3,4,3,4,4,6.0,4,3,4,4,5,4,4,3,3,3,4,4,4,4.0,4,20.0,14.0,151.91,39.697,20.058,122.748,309.213,62.022,12.5,661.538,9828.571,0.0,0.0,1,100.0
27.28,2,충남,C30399,2010,2,2,5,6,1,1,3,3,6,3,1.0,3,14,2,26.0,3.0,3.0,22.0,2.0,2.0,0.0,29,0.0,91.0,0.0,0.0,1,3,52.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,90.0,0.0,2.0,0,150,0.0,0,150,2,5,0,0,0,0,5,1,0,0,0,0,1,2,3,2,2,4,1,1,3.0,0.0,4,6,2,4,2,1,3,5,1,4,4,4,3,4,3,4,4,3,3,7.0,4,5,5,5,5,3,3,4,3,3,3,3,5,3.0,2,9.0,29.0,183.0,35.336,4.667,210.186,594.826,27.758,5.96,546.414,74927.586,0.0,43.0,1,100.0
10.5,2,부산,C30399,2012,2,1,5,6,1,1,2,3,6,3,1.0,3,3,2,49.0,0.0,5.0,43.0,1.0,0.0,0.0,49.0,5.0,6.0,0.0,0.0,5,1,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,1005.0,0.0,0.0,0.0,1005.0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,3,2,1,0.01,0.0,1,4,2,4,2,1,3,6,12,4,5,5,5,4,4,4,4,3,5,7.0,4,4,5,3,5,4,4,4,4,3,4,4,4,3.0,3,89.0,49.0,399.523,20.019,4.148,90.208,450.61,18.69,6.972,424.731,34687.755,0.0,0.0,1,100.0
2.56,2,대전,C30399,1977,4,2,5,8,1,1,2,2,8,3,1.0,3,2,2,290.0,0.0,80.0,193.0,12.0,10.0,0.0,295.0,18.2,31.2,0.3,0.3,2,3,70.0,30.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,20.0,1.0,965.0,1105.0,0.0,0.0,2070.0,2,8,0,0,6,2,16,2,0,0,0,0,2,3,3,3,1,3,2,1,10.0,0.1,5,2,2,4,2,1,5,4,4,4,4,3,3,4,4,4,3,3,3,7.0,3,3,3,4,3,4,4,3,3,2,3,2,4,3.0,3,50.0,290.0,476.082,17.359,0.411,112.846,650.085,2.672,2.903,165.146,40863.448,0.0,0.0,1,100.0
31.602,2,전북,C30399,2012,2,2,5,6,1,1,3,2,6,3,1.0,3,10,1,25.0,0.0,3.0,17.0,2.0,3.0,2.0,27.0,17.0,17.0,9.0,0.0,1,5,100.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,1.0,45.0,57.0,0.0,0.0,102.0,2,1,0,0,0,0,1,0,0,0,0,0,0,3,3,2,3,5,2,1,0.01,0.0,3,5,2,4,2,1,3,5,8,5,4,4,3,4,4,5,5,5,5,3.0,3,3,4,2,4,3,3,3,4,2,2,2,3,3.0,3,57.0,25.0,461.895,17.797,2.473,108.827,611.492,15.121,4.022,182.09,12132.0,0.0,0.0,2,100.0
6.292,2,경기,C30399,2008,3,2,5,6,1,1,3,3,6,3,1.0,1,12,2,74.0,1.0,12.0,48.0,4.0,5.0,6.0,75,8.0,29.0,6.0,0.0,1,3,52.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,0,300,0.0,0,300,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,4,2,1,5.0,0.0,4,7,2,4,2,1,6,2,1,4,4,4,4,4,3,4,4,4,3,4.0,5,4,4,4,5,4,4,4,3,3,1,1,4,4.0,3,57.0,75.0,438.289,18.577,2.149,95.164,512.259,11.007,4.043,206.771,13093.333,0.0,48.0,1,100.0
5.476,2,강원,C30399,1998,4,1,5,10,1,1,4,3,10,3,1.0,1,0,1,94.0,0.0,8.0,80.0,5.0,5.0,0.0,98.0,8.0,10.0,2.0,0.0,1,6,52.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,86.0,0.0,0.0,86.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,4,2,1,10.0,0.0,3,4,2,4,1,1,3,5,4,3,3,3,3,4,3,4,3,3,3,7.0,5,4,5,5,5,5,3,4,1,4,4,3,5,3.0,3,80.0,94.0,35.538,73.78,8.083,53.934,73.101,5.908,7.953,3900.0,21388.298,0.0,48.0,1,100.0
10.5,2,경기,C30399,2004,3,1,5,6,1,2,3,5,6,3,1.0,1,9,2,40.0,0.0,10.0,21.0,2.0,4.0,3.0,40.0,17.0,39.0,8.0,0.0,1,3,98.0,2.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,15.0,2.0,0.0,169.0,0.0,0.0,169.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,3,1,1,15.0,0.5,1,5,2,4,2,1,2,3,7,3,4,5,4,3,4,4,4,3,4,7.0,2,4,4,3,4,2,3,3,3,2,2,3,2,3.0,3,36.0,40.0,400.963,19.962,0.922,166.807,835.639,7.706,2.756,191.971,23857.5,0.0,0.0,2,100.0
3.133,2,울산,C30399,2006,4,2,5,6,1,1,3,3,6,3,1.0,1,12,2,124.0,0.0,48.0,45.0,6.0,25.0,0.0,124,30.0,35.0,5.0,0.0,3,5,70.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,800,0,0.0,200,"1,000",2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,4,2,1,30.0,0.0,1,5,2,4,2,1,2,3,7,4,4,4,5,4,4,4,3,4,4,1.0,4,3,4,3,3,4,4,3,2,2,2,2,2,2.0,2,30.0,124.0,203.806,32.916,0.703,179.834,546.346,3.838,1.73,277.465,27550.806,30.0,0.0,2,100.0
56.506,2,충북,C30399,2004,3,2,5,6,2,1,1,3,6,3,1.0,3,5,2,5.0,0.0,2.0,1.0,3.0,3.0,0.0,9.0,40.0,40.0,0.0,0.0,4,3,50.0,50.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,30.0,2.0,2.0,86.0,0.0,0.0,88.0,2,5,5,0,4,0,14,0,0,0,0,0,0,2,3,3,2,5,1,2,5.0,0.1,4,7,2,4,2,1,4,5,2,4,3,3,2,3,3,4,3,4,3,7.0,4,5,4,4,3,4,3,2,3,4,3,2,2,3.0,3,20.0,5.0,523.483,16.039,0.384,134.593,839.166,3.223,2.824,131.184,619640.0,0.0,0.0,1,100.0
6.292,2,충남,C30399,2000,4,1,5,6,1,1,2,3,6,1,1.0,1,14,2,84.0,0.0,4.0,66.0,3.0,11.0,0.0,84,27.0,18.0,5.0,0.0,1,2,92.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,0,200,0.0,0,200,2,5,0,13,0,0,18,1,0,0,0,0,1,2,4,3,1,4,2,1,5.0,0.0,5,8,2,4,2,1,5,6,13,3,4,4,4,3,3,3,4,3,3,,3,4,3,4,4,5,3,4,2,3,3,2,3,3.0,4,50.0,84.0,213.728,31.875,4.862,118.26,371.015,18.039,5.408,376.817,23970.238,0.0,8.0,2,100.0
27.28,2,충남,C30399,2011,2,1,5,6,1,1,3,3,6,3,1.0,3,14,2,28.0,0.0,5.0,16.0,7.0,0.0,0.0,28,30.0,30.0,0.0,0.0,1,3,70.0,0.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,0,0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,2,1,5.0,0.0,5,2,2,4,2,1,3,1,3,3,4,3,4,4,3,4,4,4,4,2.0,4,3,4,3,3,4,3,4,3,3,3,3,4,4.0,3,40.0,28.0,532.394,15.813,1.669,173.433,1096.781,18.31,3.137,213.75,19467.857,0.0,0.0,1,100.0
6.292,2,충남,C30399,2009,3,2,5,6,1,1,3,3,6,3,1.0,3,13,2,98.0,0.0,13.0,70.0,3.0,8.0,4.0,98,20.0,30.0,3.0,0.0,5,1,51.0,34.0,0.0,15.0,0.0,53.0,42.0,0.0,0.0,5.0,1.0,0,300,0.0,0,300,2,0,1,0,1,0,2,0,0,0,0,0,0,1,2,2,1,4,2,3,10.0,0.1,3,4,2,4,2,1,3,6,8,5,3,4,4,5,3,3,3,3,4,,4,4,5,5,3,3,2,2,3,3,2,2,2,3.0,3,47.0,98.0,177.021,36.098,6.424,140.842,390.163,25.064,5.72,655.224,15662.245,0.0,0.0,1,100.0
5.476,2,충남,C30399,2000,4,1,5,6,1,1,2,3,6,1,1.0,1,14,2,84.0,0.0,5.0,59.0,5.0,10.0,10.0,89.0,15.0,18.0,7.0,0.0,1,3,44.3,19.7,0.0,0.0,0.0,40.0,0.0,0.0,60.0,0.0,2.0,17.0,347.0,0.0,0.0,364.0,2,18,0,13,0,0,31,1,0,0,0,0,1,2,4,3,1,4,2,1,5.0,0.0,4,8,2,4,2,1,2,6,1,3,4,3,4,3,3,3,3,4,3,7.0,3,4,3,4,4,5,3,2,2,3,4,2,3,3.0,3,60.0,84.0,171.974,36.768,7.625,111.225,302.503,23.065,9.086,727.907,24607.143,11.4,24.6,2,100.0
3.133,2,충남,C30399,2010,3,2,5,7,1,1,5,3,7,3,1.0,3,27,1,124.0,0.0,6.0,88.0,6.0,12.0,12.0,124,13.0,29.0,13.0,0.0,3,1,50.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,43.0,2.0,0,522,0.0,0,522,2,12,2,0,0,0,14,2,0,0,0,0,2,2,5,4,2,4,1,1,0.5,0.02,4,2,2,4,2,1,4,6,6,4,4,4,3,4,3,3,3,3,2,6.0,5,5,5,5,5,5,3,3,3,3,4,3,3,3.0,3,45.0,124.0,1686.274,5.598,-12.361,40.014,714.764,-88.349,-10.387,-118.613,12220.161,0.0,50.0,2,100.0
2.56,2,경북,C30399,1991,4,2,5,6,1,1,2,3,6,3,1.0,1,5,1,234.0,0.0,50.0,164.0,5.0,6.0,5.0,230.0,10.0,20.0,5.0,0.0,1,7,95.8,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,4267.0,465.0,0.0,0.0,4732.0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,3,2,3,30.0,0.0,2,6,2,4,2,1,2,3,2,4,3,3,3,2,3,3,2,3,2,7.0,4,4,3,3,4,4,4,3,4,2,3,3,3,2.0,3,65.0,234.0,346.249,22.409,1.136,53.095,236.936,2.691,3.896,134.256,11176.496,2.8,1.4,1,100.0
6.292,2,서울,C30399,1994,4,2,5,5,1,1,4,3,5,3,1.0,3,12,2,54.0,0.0,8.0,21.0,10.0,15.0,0.0,54,20.0,40.0,10.0,0.0,1,3,26.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,96.0,1.0,0,450,0.0,0,450,2,23,0,2,1,0,26,2,0,0,0,0,2,2,2,2,1,4,2,3,5.0,20.0,5,3,2,4,2,1,5,4,4,3,4,4,5,4,4,4,4,4,4,2.0,4,3,4,5,4,5,4,3,3,3,5,3,4,4.0,5,30.0,54.0,118.307,45.807,4.165,76.759,167.569,6.98,7.086,310.399,77227.778,44.0,25.0,1,100.0
27.28,2,충남,C30399,2003,4,2,5,6,1,1,2,4,6,3,1.0,3,15,2,26.0,0.0,8.0,14.0,2.0,2.0,0.0,26,20.0,10.0,0.0,0.0,7,1,66.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,106,107,0.0,0,213,2,0,0,0,0,0,0,0,2,0,0,0,2,3,4,3,1,4,1,2,20.0,0.0,2,3,2,4,2,1,3,4,8,3,4,4,3,4,4,3,3,3,3,1.0,4,4,4,5,3,3,3,3,3,3,3,3,3,4.0,3,70.0,26.0,424.778,19.056,3.366,154.201,809.215,27.235,3.484,209.645,45596.154,0.0,34.0,1,100.0
3.133,2,대전,C30399,1977,4,2,5,8,1,1,2,2,8,3,1.0,3,2,2,284.0,0.0,80.0,184.0,10.0,10.0,0.0,284,18.2,31.2,0.3,0.3,2,3,70.0,30.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,20.0,2.0,"2,000",987,0.0,"2,000","4,987",2,9,0,0,4,2,15,2,0,0,0,0,2,3,3,3,1,3,2,1,10.0,0.1,8,3,2,4,2,1,3,4,8,4,3,3,4,3,3,4,3,3,4,5.0,3,2,2,3,2,3,2,4,4,3,4,3,4,4.0,4,50.0,284.0,478.537,17.285,1.015,133.018,769.555,7.809,2.372,145.261,44590.845,0.0,0.0,1,100.0
5.476,2,경기,C30399,2008,3,2,5,6,1,1,3,3,6,3,1.0,1,12,2,74.0,0.0,12.0,54.0,4.0,3.0,6.0,79.0,12.0,25.0,6.0,0.0,3,1,95.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,210.0,91.0,0.0,0.0,301.0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,1,4,2,1,5.0,0.0,4,3,2,4,2,1,3,1,1,4,3,3,4,3,3,3,3,4,3,3.0,4,4,3,4,4,3,3,3,4,3,3,3,3,2.0,3,57.0,74.0,1183.133,7.793,-2.519,98.959,1269.77,-31.982,0.138,5.575,15666.216,0.0,5.0,2,100.0
3.133,2,부산,C30399,1998,4,2,1,5,1,1,4,3,5,3,1.0,1,22,2,387.0,6.0,40.0,312.0,10.0,21.0,10.0,393,20.0,10.0,5.0,2.0,1,5,14.0,4.2,0.0,61.2,40.0,20.0,0.0,0.0,0.0,40.0,2.0,0,326,0.0,0,326,2,12,0,0,0,0,12,0,0,0,0,0,0,3,3,3,1,4,2,1,24.0,10.0,2,5,2,4,2,1,1,4,8,4,4,3,4,3,3,3,4,4,3,1.0,4,3,4,4,4,4,3,3,3,2,2,2,2,2.0,2,63.0,393.0,104.986,48.784,6.204,74.304,152.314,9.45,7.33,610.22,38551.654,15.5,5.1,2,100.0
5.476,2,충남,C30399,2004,3,1,5,6,1,1,2,3,6,3,1.0,3,10,2,69.0,0.0,6.0,53.0,6.0,3.0,11.0,79.0,23.0,10.0,4.0,0.0,5,1,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,0.0,0.0,56.0,2,2,0,0,1,0,3,0,0,0,0,0,0,2,3,2,1,4,1,3,10.0,0.0,6,4,2,4,2,1,1,3,1,3,4,5,4,5,3,2,3,3,3,7.0,4,3,4,2,5,5,3,3,2,3,2,3,5,3.0,3,63.0,69.0,693.969,12.595,-3.035,121.067,961.231,-29.169,-0.429,-17.962,22637.681,0.0,0.0,1,100.0
12.305,2,경기,C30399,2004,3,1,5,6,1,2,3,5,6,3,1.0,1,9,2,40.0,1.0,10.0,21.0,2.0,5.0,3.0,41,17.0,39.0,8.0,0.0,1,3,98.0,2.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,15.0,2.0,0,500,0.0,0,500,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,3,1,1,15.0,0.5,1,5,2,4,2,3,6,4,7,3,4,4,4,4,3,4,4,4,3,2.0,3,4,4,3,4,4,3,3,3,3,4,3,4,4.0,4,36.0,41.0,613.687,14.012,1.112,147.402,1051.987,11.7,2.644,161.538,23246.341,0.0,0.0,2,100.0
3.133,2,경북,C30399,1991,4,2,5,6,1,1,1,3,6,3,1.0,1,10,1,228.0,0.0,47.0,171.0,5.0,5.0,0.0,228,15.0,20.0,0.0,0.0,1,7,96.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,"2,180",558,0.0,0,"2,738",2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,2,4,2,3,30.0,0.0,3,6,2,4,2,1,1,6,8,4,4,4,4,4,4,3,3,3,3,5.0,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3,65.0,228.0,349.134,22.265,1.323,53.41,239.881,3.174,4.319,144.171,11301.754,0.0,4.0,1,100.0
2.56,2,충남,C30399,2010,3,2,5,7,1,1,5,3,7,3,1.0,3,27,1,130.0,0.0,7.0,100.0,8.0,5.0,10.0,130.0,13.0,32.0,10.0,0.0,1,6,50.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,60.0,2.0,734.0,281.0,0.0,141.0,1156.0,2,13,2,0,0,0,15,1,0,0,0,0,1,2,4,3,2,4,1,1,0.5,0.02,2,5,1,4,2,1,1,4,8,4,5,4,4,4,3,3,2,3,2,3.0,4,5,4,4,4,5,3,3,4,3,4,3,4,3.0,2,45.0,130.0,4808.65,2.037,-8.524,41.599,2041.94,-174.05,-3.164,-39.854,11984.615,0.0,50.0,2,100.0
